bID,name,address,cord,numOfReview,rating,zipcode,cuisine
5MpWHGQ6Qc-M4q1KL_nioA,Bar B,"84 7th Ave, New York, NY 10011","40.7395804, -73.999118",193,4.5,10011,italian
XyICIfSun7HWtBEUFux2PQ,Bocca Di Bacco,"169 9th Ave, New York, NY 10011","40.7445631, -74.0030779",228,3.5,10011,italian
pTWFuMYed409y99N0zY05Q,Barbaresco Restaurant,"843 Lexington Ave, New York, NY 10065","40.76539, -73.96556",102,4.0,10065,italian
T-RXDLq_VEv7s1_SooYIYQ,Osteria 57,"57 W 10th St, New York, NY 10011","40.73467, -73.99786",267,4.5,10011,italian
C0BDERmHvzTKYA7fghZW-A,Angelo Bellini,"224 E 53rd St, New York, NY 10022","40.757084, -73.968513",154,3.0,10022,italian
2_3W7NFFN3m4U_8ffgEuyQ,Cafe Spaghetti,"126 Union St, Brooklyn, NY 11231","40.68412, -74.0024",42,4.5,11231,italian
EZNw56hywTm1PJNYOMbfHQ,Morso,"420 E 59th St, New York, NY 10022","40.759032, -73.960801",150,3.5,10022,italian
yc4vsT-Q4Ej1_9hr94DxkQ,Sotto 13,"140 W 13th St, New York, NY 10011","40.7372, -73.99919",1018,4.0,10011,italian
1XK53gaHMFQIA4VW3B6k1Q,Abaita,"145 E 49th St, New York, NY 10017","40.755541483222, -73.9718742367706",101,4.0,10017,italian
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,"129 Mulberry St, New York, NY 10013","40.71832, -73.99794",1205,4.0,10013,italian
muX5xoh3aOleCrSja_T_FA,IL Tavolo di’ Palmisano,"700 Clinton St, Hoboken, NJ 07030","40.74571, -74.03346",195,4.5,07030,italian
wLzJbddDixAEZrF7VT6_hw,Bono Trattoria,"3658 Broadway, New York, NY 10031","40.8301996389829, -73.9473449424522",350,4.5,10031,italian
fuS39acPaRi38DhSSwEI4Q,Felice 15 Gold,"15 Gold St, New York, NY 10038","40.70789, -74.00712",425,4.0,10038,italian
jku9Fg8JsUbv_LQzg6PK4g,Lavagna,"545 E 5th St, New York, NY 10009","40.72406, -73.98226",419,4.0,10009,italian
xeC9vn3dxVVzAMR_aFwfXg,IL Brigante,"214 Front St, New York, NY 10038","40.707492, -74.002571",476,4.0,10038,italian
BA0_zeBrnugK2l0HHp38mw,Via Della Pace,"87 E 4th St, New York, NY 10003","40.72646, -73.9898",558,4.0,10003,italian
f_1BjTChf6bobreSRpqhsw,Arco Cafe,"886 Amsterdam Ave, New York, NY 10025","40.7988462, -73.967065",325,4.5,10025,italian
QhRQE6nOMLd00kV2k-IsbQ,Augustino's,"1104 Washington St, Hoboken, NJ 07030","40.75024, -74.02732",355,4.0,07030,italian
nSk_zCJESMKGLHyJTPPlZA,Bottino,"246 10th Ave, New York, NY 10001","40.74848569625031, -74.00331301292165",371,4.0,10001,italian
4RhrQpbhjDmOyXT3qz7v2g,Osteria Carlina,"455 Hudson St, New York, NY 10014","40.731409, -74.006984",67,4.5,10014,italian
UJe9_p6NEl0kA6xHVo5PKw,Amelie,"566 Amsterdam Ave, New York, NY 10024","40.78875, -73.97464",272,4.5,10024,italian
6n7D4amt9vEruR73tt3S9w,Cafe Fiorello,"1900 Broadway, New York, NY 10023","40.77134, -73.9819051",887,3.5,10023,italian
YmUKLOG4sTAShvyURuq2zw,Trattoria Bianca,"481 8th Ave, New York, NY 10001","40.752702, -73.993694",159,3.5,10001,italian
_0WFGjXuenlBixOlbSlGeQ,Crown Shy,"70 Pine St, New York, NY 10005","40.7063449, -74.0076944",465,4.0,10005,italian
hq09sqXaYiEogbTrrJ9X5g,Da Capo Columbus,"322 Columbus Ave, New York, NY 10023","40.77972, -73.97752",152,4.0,10023,italian
00V7oJIc_wZKM2cjGrL1HQ,Bar Cicchetti by Fabio Viviani,"113 W 24th St, New York, NY 10011","40.743973307837564, -73.99300677914937",29,4.0,10011,italian
iV5yy8EbjsPoYWtjRhB61Q,Nica Trattoria,"354 E 84th St, New York, NY 10028","40.7756431, -73.950783",151,4.5,10028,italian
LTi4_wcCVmqQeJ_jgTEbOQ,Emporio,"231 Mott St, New York, NY 10012","40.722647, -73.995246",850,4.0,10012,italian
Gc7OVEIs4HodL4hw9U3C3w,Copinette,"891 1st Ave, New York, NY 10022","40.75407, -73.96623",202,4.0,10022,italian
cCesIqo-LQt0cRlZAnrAZQ,Friedman's,"132 W 31st St, New York, NY 10001","40.74839, -73.99062",2731,4.0,10001,italian
06tnwnEQM2j9A6dC3HC_TQ,Capizzi,"547 9th Ave, New York, NY 10018","40.75744, -73.99357",861,4.0,10018,italian
kr5fRwdHtVwPPwSJxm9Fkg,Il Posto Accanto,"190 E 2nd St, New York, NY 10009","40.72238, -73.98403",294,4.0,10009,italian
kLJfizeHMQqesp1K9mfUtg,Via Quadronno,"25 E 73rd St, New York, NY 10021","40.77277, -73.96514",596,4.0,10021,italian
5CuYWr0-cE01HxlBu5Ka6g,Carne Mare,"89 South St, Pier 17, New York, NY 10038","40.70568649199326, -74.00218961453646",124,4.5,10038,italian
xQ445GaWVN5Aa3sFX9OoIg,Buvette,"42 Grove St, New York, NY 10014","40.732704, -74.00434640955953",2018,4.0,10014,italian
T_vLaKsuyJPDpsrSZuc7WA,Battello,"502 Washington Blvd, Jersey City, NJ 07310","40.725357, -74.032278",695,3.5,07310,italian
uzEhT55QIdk9YbfFwmlRzQ,Altesi Ristorante,"26 E 64th St, New York, NY 10065","40.76667, -73.96959",79,3.5,10065,italian
gU6_qALmeWysg2YXMzMrtw,Serafina Fabulous Pizza,"1022 Madison Ave, New York, NY 10075","40.7762350782493, -73.9623423504256",396,3.0,10075,italian
xrTwutv3Y5I4lySFOaKa2A,Longo Bros,"474 9th Ave, New York, NY 10018","40.754825, -73.994862",63,4.0,10018,italian
XHhRAKq6DArQXYhkgvwaow,Spaghetti Incident,"231 Eldridge St, New York, NY 10002","40.7223153441439, -73.9899454318763",634,4.0,10002,italian
I2lgw_7DUnwD92ND4PN-Ow,Aunt Jake's,"133 Mulberry St, New York, NY 10013","40.7186467, -73.9979241",1644,4.0,10013,italian
Njr_f1J5Pve35OyPdBljVA,Convivium Osteria,"68 5th Ave, Brooklyn, NY 11217","40.68105, -73.97748",529,4.0,11217,italian
DI_FoHY84hfzTWwlzF76aw,Benito One,"174 Mulberry St, New York, NY 10013","40.7200188460948, -73.9969412164592",792,4.0,10013,italian
HodL0fXoF08C3Ir-kLeTtw,Forma Pasta Factory,"14 Bedford Ave, Brooklyn, NY 11222","40.72371, -73.95157",448,4.5,11222,italian
riykDqJw_NPGssLgqCeD-Q,Aunt Jake's,"1555 2nd Ave, New York, NY 10028","40.774587, -73.954513",153,4.5,10028,italian
n_NIY1KTi-R5DPkduEUKIw,Ovest Pizzoteca by Luzzo's,"513 W 27th St, New York, NY 10001","40.7507476806641, -74.0030212402344",587,4.0,10001,italian
zzJA5P32V9MIHIMBIyasJw,Dante West Village,"551 Hudson St, New York, NY 10014","40.735202, -74.006251",153,4.0,10014,italian
MoyxzhaYIsJx-p9IuGGK4w,Stella 34 Trattoria,"151 West 34th St, Fl 6, Macy's Herald Square, New York, NY 10001","40.75049486336486, -73.98798861987918",719,3.5,10001,italian
8nXo6lNJlXQQIdy8Kf7J9Q,Tessa,"349 Amsterdam Ave, New York, NY 10024","40.7814059, -73.97918",435,4.0,10024,italian
FiRB9Ek3Xo9JHwXgBYITYg,La Sirène-Soho,"558 Broome St, New York, NY 10013","40.7243642217227, -74.005708694458",1691,4.5,10013,italian
wCj2FSi9o6iosMIMNIIZsA,Loreto Italian Kitchen & Bar,"280 Ashland Pl, Brooklyn, NY 11217","40.687037, -73.978577",79,4.5,11217,italian
15d_Y6TVOQFD2KRVkxuAjw,Baci & Abbracci,"204 Grand St, Brooklyn, NY 11211","40.7139015197754, -73.96044921875",345,4.0,11211,italian
JSexQM-wn8HvWmfxu_m5ZA,Gnocco,"337 E 10th St, New York, NY 10009","40.72713, -73.9802799",550,4.0,10009,italian
FhXjAc6nKLf414KxYujUHw,Roberta's,"261 Moore St, Brooklyn, NY 11206","40.70493, -73.93399",3188,4.0,11206,italian
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,"432 Union Ave, Brooklyn, NY 11211","40.71338, -73.95136",208,4.5,11211,italian
01eI6pT0doZiu0nm-Gl7RA,Trattoria 35,"213-15 35th Ave, Bayside, NY 11361","40.76902, -73.77417",517,4.0,11361,italian
FebvtuoXRQ8h8CZMe8NeYw,B'artusi,"520 Hudson St, New York, NY 10014","40.73401, -74.00607",22,4.5,10014,italian
gTEoEsssfbjl76Opf5bP9g,L'Amico NYC,"849 6th Ave, Eventi Hotel, New York, NY 10001","40.7471761, -73.9898915",523,3.5,10001,italian
iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,"164 Mulberry St, New York, NY 10013","40.71963, -73.99691",950,4.0,10013,italian
u5zbsITgkFbAlRq0j-XE-g,Serafina Broadway,"210 W 55th St, New York, NY 10019","40.7645, -73.9819",684,3.0,10019,italian
KL6AUMQI_Ae7_brkK0fy_w,La Vela Dining & Bar,"558 11th Ave, New York, NY 10036","40.761082, -73.997872",183,4.0,10036,italian
3D6UAhoKnF3A03rX_v5ngA,Bacaro,"136 Division St, New York, NY 10002","40.71456, -73.99154",421,4.0,10002,italian
HV8xairb2qct7wSHqNwqXw,Levante,"26-21 Jackson Ave, Long Island City, NY 11101","40.74764, -73.94173",312,4.0,11101,italian
s5nPO911cYB2chdwqSqT9g,La Nonna Ristorante & Bar,"184 Kent Ave, Brooklyn, NY 11249","40.718468787527, -73.9639185527139",389,4.0,11249,italian
2Nwmd7-1d1rI6lb9QSSYYA,A Pasta Bar,"330 W Broadway, New York, NY 10013","40.72229, -74.00403",438,4.0,10013,italian
C6f_MQaRwIbJ8diailVaCA,L'Appart,"225 Liberty St, New York, NY 10281","40.712708, -74.015919",129,5.0,10281,italian
cyLw0vW5MrsF35-A6Dy03w,Saggio,"829 W 181st St, New York, NY 10033","40.8514099281625, -73.9395604556239",659,4.0,10033,italian
twHJyFgUSd7wzioKQjE7Jw,Galli,"45 Mercer St, New York, NY 10013","40.72161, -74.00127",1031,4.0,10013,italian
s3jou_L_LVYGkNHiuhjlew,Boucherie West Village,"99 7th Ave S, New York, NY 10014","40.733063, -74.0028772",2110,4.5,10014,italian
EaAAP-gDALDL7GxcseMjBQ,The Polo Bar,"1 E 55th St, New York, NY 10022","40.76157, -73.9744",454,4.0,10022,italian
DtnlLLvcqeEUIyZTypHnzw,Il Mulino New York - Downtown,"86 W 3rd St, New York, NY 10012","40.729807, -73.999159",602,4.0,10012,italian
vAMKgIUWCrYxjfhceCCNAQ,Sandro's,"322 East 86th St, New York, NY 10028","40.77740421779163, -73.9537163",97,4.0,10028,italian
bEloKDe-QVkwakAwmFKbbA,Frying Pan,"207 12th Avenue, Big Red Boat in Park, New York, NY 10001","40.7521174043978, -74.0090024471283",1609,4.0,10001,italian
MCnexHfsclcOpLHS4_2U0A,San Carlo Osteria Piemonte,"90 Thompson St, New York, NY 10012","40.72517, -74.00212",265,4.5,10012,italian
NG-vmMrBZlxAZrxgoiromg,TAPPO NYCThinCrust Pizza,"49 W 24th St, New York, NY 10010","40.74337, -73.99153",553,4.0,10010,italian
Rc1lxc5lSKJYd162JHNMfQ,Bea,"403 W 43rd St, New York, NY 10036","40.7591968, -73.9923361",2738,4.0,10036,italian
QgEre4IFSHxbUvHMe8S12g,Pinocchio Restaurant,"300 East 92 St, New York, NY 10128","40.781448901412105, -73.94866582944772",217,4.0,10128,italian
RPP_wHhM8yZYIP5W-YHk6Q,Fumo,"2791 Broadway, New York, NY 10025","40.80284, -73.968119",190,4.0,10025,italian
XlhWNQRGoWyybfXpGBgE3Q,Il Mulino New York - Uptown,"37 E 60th St, New York, NY 10021","40.764144, -73.970195",269,3.0,10021,italian
zuB6VRXwj3QzTh9x-nQIRQ,Il Fiorista,"17 W 26th St, New York, NY 10010","40.744174968132405, -73.9895829",91,4.0,10010,italian
na-2_gQCY7ccS2ZkLJDumQ,Waldy's Wood Fired Pizza & Penne,"800 6th Ave, New York, NY 10001","40.7457666039821, -73.9906402533629",860,4.0,10001,italian
7EAj8VJX_DoKlZdCJBE4Pg,La Bella Vita,"163 Mulberry St, New York, NY 10013","40.719816, -73.997403",461,4.0,10013,italian
7S8g0G_Ndc3DS-kqsozq8Q,83 1/2,"345 E 83rd St, New York, NY 10028","40.775354, -73.951216",219,4.0,10028,italian
TsYrzVVtkKO4Asrk_L9stw,Parm - New York,"235 Columbus Ave, New York, NY 10023","40.7764333, -73.9794019",664,3.5,10023,italian
fH8DkdRerw5LJ7fZZHRfeA,Leuca,"111 N 12th St, The William Vale Hotel, Brooklyn, NY 11249","40.722121, -73.956678",398,4.0,11249,italian
0IwdwNnbro5RLLIlaxyfpQ,The Wilson NYC,"132 W 27th St, New York, NY 10001","40.74587, -73.99265",298,4.0,10001,italian
WHQpLvxkCK_BMtF8pIShnQ,Carroll Place,"157 Bleecker St, New York, NY 10012","40.7287, -73.99971",1221,4.0,10012,italian
DCiEo7qucPaEj7Gtdj1U9A,Sant Ambroeus,"1000 Madison Ave, New York, NY 10021","40.77541, -73.96297",473,4.0,10021,italian
EBK0OkVMBg_n_KxAU_4DZg,Double Zero,"65 2nd Ave, New York, NY 10003","40.7261288, -73.9896645",593,4.5,10003,italian
rJfGgBleDYCVq2rkBr_w-Q,Barano,"26 Broadway, Brooklyn, NY 11249","40.710372, -73.96794",305,4.5,11249,italian
M4pCWzdBCkp2g_d834a7Hw,Sauce,"78 Rivington St, New York, NY 10002","40.7204716, -73.9893263",905,4.0,10002,italian
zRXMvxUX_rOliKZPpkWi_g,Valerie,"45 W 45th St between 5th & 6th Ave, New York, NY 10036","40.756326, -73.981117",482,4.5,10036,italian
eMSTTuOUlKEnSOr8lPp3Xg,Ammazzacaffè,"702 Grand St, Brooklyn, NY 11211","40.7113172, -73.9446243",266,4.5,11211,italian
-8_vEcBA2Lqd8786S-Ss-g,Novita Restaurant,"102 E 22nd St, New York, NY 10010","40.73918, -73.98629",411,4.0,10010,italian
S8OKQ5S40oZ1Rr5RbC0jdg,Motorino,"349 E 12th St, New York, NY 10003","40.73039, -73.98381",1110,4.0,10003,italian
h8XLhVVPoYPYodZqQOjRMw,Robert,"2 Columbus Cir, New York, NY 10019","40.767394, -73.982036",995,4.0,10019,italian
t-Pm38_XhMnGfOYgkhaNRA,Le Fanfare,"1103 Manhattan Ave, Brooklyn, NY 11222","40.736202, -73.955558",224,4.0,11222,italian
l7Z0p-PkSwIDPLPY1TRl8A,Emilio's Ballato,"55 E Houston St, New York, NY 10012","40.7244923, -73.9944022",454,4.0,10012,italian
yi6jIxzHo-nbAOG4KWuqcw,Maialino,"30 E 30th St, The Redbury New York, New York, NY 10016","40.7448869, -73.984231",1401,4.0,10016,italian
GOEBF8Odq1SPdz4PWJx6PQ,Serafina Always,"33 E 61st St, New York, NY 10065","40.764789, -73.969779",379,3.0,10065,italian
zTK8reqKrmV7U71YVHYYjg,Armani Ristorante,"717 5th Ave, Giorgio Armani, New York, NY 10022","40.7618463161798, -73.9742299834671",271,4.0,10022,italian
qCf1QN11Qdncpqb7PhuyVw,The Rag Trader & Bo Peep Cocktail and Highball Store,"70 W 36th St, New York, NY 10018","40.75059, -73.98628",679,4.5,10018,italian
3n96VKiKG5Tte8z-U-TaLg,SoleLuna Restaurant,"40-01 Queens Blvd, Sunnyside, NY 11104","40.7439934462309, -73.9240421354771",472,4.5,11104,italian
rU9cKxAVU4Gd_JhAqp_bTA,Buttermilk Channel,"524 Court St, Brooklyn, NY 11231","40.675919, -73.999059",2004,4.0,11231,italian
megxpLA5KciBJbW-jNm2RQ,Arno Ristorante,"141 W 38th St, New York, NY 10018","40.7534599, -73.98842",251,3.5,10018,italian
5ZEFbq_AQV5VQFG2JKYzlA,Giorgio's of Gramercy,"27 E 21st St, New York, NY 10010","40.7394209879325, -73.9885425567627",803,4.0,10010,italian
Jgaf3JmVaPokYB3ezbhjCQ,Caravaggio,"23 E 74th St, New York, NY 10021","40.7734565734863, -73.964729309082",124,3.5,10021,italian
4eGCuMwKRCCrYHOobEsFpA,Lusardi's,"1494 2nd Ave, New York, NY 10075","40.7724199, -73.9555",249,4.0,10075,italian
P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,"145 W Broadway, New York, NY 10013","40.71692, -74.00792",726,4.0,10013,italian
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,"150 E 50th St, New York, NY 10022","40.7558937072754, -73.9715347290039",605,4.5,10022,italian
WNOUPEZ6J8SZVSaK6Q3e-A,Porto By Antonio,"8921 Old River Rd, North Bergen, NJ 07047","40.8048834508642, -73.9934416639218",881,4.5,07047,italian
cGqMEMQFtkB3hIGfLy2R3A,Bar Pitti,"268 Ave Of The Americas, New York, NY 10014","40.729047, -74.002153",1187,3.5,10014,italian
ezu7Ai6ADfHDYCklvuipWA,Arturo's,"1617 York Ave, New York, NY 10028","40.775478, -73.947847",90,4.0,10028,italian
TO9IICJjvcg1QhLVnap9fA,Cent'Anni,"742 Franklin Ave, Brooklyn, NY 11238","40.6730907423467, -73.9573492245369",494,3.5,11238,italian
vRrVSB-LegwUwIxpkeRVtQ,Le Bernardin,"155 W 51st St, The Equitable Bldg, New York, NY 10019","40.761557, -73.981763",2759,4.5,10019,italian
ETgJqJHV7BW6pIr9Ox74sA,Amélie,"22 W 8th St, New York, NY 10011","40.7327, -73.99766",2847,4.5,10011,italian
0SakkRuHhECsDsZ8mRkisQ,Triangolo Restaurant,"96-01 Corona Ave, Corona, NY 11368","40.742337, -73.867305",517,4.5,11368,italian
KMiRIUS2gdukQRihHkPLmw,Viva cucina,"85 2nd Ave, New York, NY 10003","40.72676, -73.98923",24,4.5,10003,italian
CfYxlqO3W3PCE7hVhYJNyA,Il Gradino,"808 Lexington Ave, New York, NY 10065","40.76436, -73.96681",14,4.0,10065,italian
cJREPXNhyznkLrKhjg9hoA,Tournesol,"5012 Vernon Blvd, Long Island City, NY 11101","40.74239, -73.95451",459,4.0,11101,italian
vFsjObMTImsnM_DzVo4N3g,Bocca Cucina and Bar,"39 E 19th St, New York, NY 10003","40.73826, -73.98886",436,4.0,10003,italian
-tQ9Zlb5d9PPlDz_6UgV7w,Antica Pesa,"115 Berry St, Brooklyn, NY 11249","40.71884, -73.95865",419,3.5,11249,italian
hU1ajPmHi-kU6iNbowoEZg,Estiatorio Milos,"20 Hudson Yards, Fl 5, New York, NY 10001","40.75384139204255, -74.00107612944777",232,3.5,10001,italian
k2sHdf6WeY22pK3hs6mtqA,Legasea Bar & Grill,"485 7th Ave, New York, NY 10018","40.75238, -73.98939",331,4.0,10018,italian
LfRiA6RORToZUSJUHkZBVA,Frankies 457 Spuntino,"457 Court St, Brooklyn, NY 11231","40.677328, -73.997972",875,4.0,11231,italian
e4L0hsq6Q96mV2nKQ9CgNQ,Tramonti Fifth Ave,"2 W 28th St, New York, NY 10001","40.74475, -73.98772",53,4.5,10001,italian
xKIv_b2L2pUHmsoJ-xOepg,Gran Morsi,"22 Warren St, New York, NY 10007","40.7142052394856, -74.0077535494539",446,4.5,10007,italian
dvkQIG20RjgNi-SwRr_1CQ,MAMO Restaurant,"323 W Broadway, New York, NY 10013","40.72186, -74.00382",324,4.0,10013,italian
bxxP-1LQURlkom-geT2J8Q,Pastafina,"635 2nd Ave, New York, NY 10016","40.74528, -73.97574",3,3.5,10016,italian
u6q1s6c0H9wQwFUJJzAiOw,Gigino At Wagner Park,"20 Battery Pl, New York, NY 10004","40.7052055368065, -74.0184892569177",333,3.5,10004,italian
sB8-R8-FYj-kJrSzTlbmgw,Coppola's West,"206 W 79th St, New York, NY 10024","40.7831637424309, -73.9789159423279",338,3.5,10024,italian
_V7YsDQ4Lb41rqfkuPzm1w,Trattoria Pesce Pasta,"262 Bleecker St, New York, NY 10014","40.73115, -74.00319",282,4.0,10014,italian
26E3j9l0XW_onVIUP-ThCw,Heidi's House By The Side Of The Road,"308 E 78th St, New York, NY 10075","40.772189, -73.955029",652,4.5,10075,italian
f8ipr8Wdy1_wHhw7JgNqPQ,Da Claudio,"21 Ann St, New York, NY 10038","40.71087, -74.00753",582,4.5,10038,italian
Q9F2ocrmYuGt1yn3M7MOBw,Lucali,"575 Henry St, Brooklyn, NY 11231","40.681840746711224, -74.0003327",1876,4.0,11231,italian
LtBk9m1C-05nFNwD1OxcBw,Bellini,"33 Peck Slip, New York, NY 10038","40.70798, -74.00144",68,3.5,10038,italian
PnGSE8JGbMZKtdHi9go7Kg,The Milling Room,"446 Columbus Ave, New York, NY 10024","40.7835485472543, -73.9744088718635",528,4.0,10024,italian
53ZNJNrT91VgvrI0LFjLNQ,Locanda Vini e Olii,"129 Gates Ave, Brooklyn, NY 11238","40.685007, -73.962943",334,4.0,11238,italian
CrvXivXCs4rufuDgXydTng,Jasmine's Caribbean Cuisine,"371 West 46th St, New York, NY 10036","40.760914, -73.990323",196,4.0,10036,italian
qhyll2gPT-gGDRP6JGn1aQ,Bice Cucina - Midtown,"62 W 55th St, New York, NY 10019","40.7624702435463, -73.9768997892404",134,4.5,10019,italian
lA6IvTF7J8fNC5puhyS3PA,Bellini,"483 Columbus Ave, New York, NY 10024","40.78457, -73.97317",274,3.5,10024,italian
oEjWa3AETzPQfM3S1wRiLA,Due,"1396 3rd Ave, New York, NY 10075","40.77466, -73.95724",90,4.0,10075,italian
LRgB2kEKtBxqIxNksTO_PQ,Patrizia's - Williamsburg,"35 Broadway, Brooklyn, NY 11249","40.7109154314181, -73.9673637711639",768,4.0,11249,italian
VqnPcfqYltgxAkIuTaGkYg,Tre,"173 Ludlow St, New York, NY 10002","40.72184, -73.987714",511,4.0,10002,italian
fyC2cBsQ0FsMJmv0jSworg,Donna Margherita,"1304 2nd Ave, Ste A, New York, NY 10065","40.76652, -73.9598",150,4.5,10065,italian
f8TZ_ctcSwxwW8S69YKnwg,Il Bambino,"34-08 31st Ave, Astoria, NY 11106","40.76281, -73.92089",1292,4.5,11106,italian
MT_a_Tg3ENdxqZFQyJocgQ,Joanne Trattoria,"70 W 68th St, New York, NY 10023","40.774527071184984, -73.98030317398896",583,3.5,10023,italian
b42PcC1nCP602fiXF0a9Xg,Barbalu Restaurant,"225-227 Front St, New York, NY 10038","40.7074747, -74.0020404",335,4.0,10038,italian
penftLPo6kx6qCtbsuyLog,Petaluma,"1356 1st Ave, New York, NY 10021","40.7682492, -73.9553474",263,3.5,10021,italian
pgtgGAAuHMT0KTm3CDPQsA,Sorellina,"1036 Washington St, Hoboken, NJ 07030","40.74977, -74.02746",342,3.5,07030,italian
cpN0ixPR2l3QFA8Uf1BhCQ,Luna Rossa,"347 E 85th St, New York, NY 10028","40.776596, -73.950351",135,4.0,10028,italian
ysqgdbSrezXgVwER2kQWKA,Juliana's,"19 Old Fulton St, Brooklyn, NY 11201","40.70274718768062, -73.99343490196397",2537,4.5,11201,italian
MTQpqHo-cCAPK7c9fd6zHw,Il Mattone,"49 Beach St, New York, NY 10013","40.720799, -74.0091255",100,4.5,10013,italian
4j_n7nPaZrp6_lEInZaA8Q,Aita,"132 Greene Ave, Brooklyn, NY 11238","40.686412, -73.966629",315,4.0,11238,italian
TcSy5I5xHKDK0Uf5_cLOew,Cotto,"112 W 25th St, New York, NY 10001","40.74434072498067, -73.9926957",16,3.5,10001,italian
nw85LVh6H3JIiw3ugvhAmw,Lasagna Chelsea Restaurant,"196 8th Ave, New York, NY 10011","40.7432418, -73.99970359599844",575,3.5,10011,italian
Ry9w-jFALWYhazi6jjyIKw,Rucola,"190 Dean St, Brooklyn, NY 11217","40.68562, -73.98587",542,4.0,11217,italian
-KrQ1gOiyXCbffsWyc5SNQ,The Leopard at des Artistes,"1 W 67th St, New York, NY 10023","40.773515, -73.978841",265,4.0,10023,italian
FpgzHQMSNTTjagrKXxOw5A,San Matteo Pizzeria e Cucina,"1559 2nd Ave, New York, NY 10028","40.7746799, -73.95443",373,3.5,10028,italian
hpRrYBbKUqv8ewFKDjbjoA,Gersi,"316 Court St, Brooklyn, NY 11231","40.683438, -73.995711",333,4.5,11231,italian
tOn-wEQ06ScrgeU5Ljw7Gw,Alfie's,"800 9th Ave, New York, NY 10019","40.765437, -73.987278",616,4.0,10019,italian
86StyWnuGaTuY6X2e3irOg,Alice Restaurant,"126 W 13th St, New York, NY 10011","40.73710696813969, -73.99863114881475",91,4.5,10011,italian
uYHN9Vw3V1ajDGRnNDtbYw,Michael's of Brooklyn,"2929 Ave R, Brooklyn, NY 11229","40.6076329987397, -73.9428921973385",327,4.5,11229,italian
5k_jwjhdFMPUNWhouGNzuA,Misi,"329 Kent Ave, Brooklyn, NY 11249","40.71341, -73.96662",514,4.0,11249,italian
i5cdbiw1KRyg4w0X44ZBwA,Mezzaluna,"1295 3rd Ave, New York, NY 10021","40.771125, -73.959251",164,3.5,10021,italian
KgpOYAG-r_eDsQXFXt0nnQ,Balthazar,"80 Spring St, New York, NY 10012","40.7226892950401, -73.9982149184027",3403,4.0,10012,italian
4XX-zF8h5Lvrr22_tqU6-Q,The River Café,"1 Water St, Brooklyn, NY 11201","40.703866713051106, -73.99479360219303",1237,4.0,11201,italian
k4ds_s6y8S46WzVIolypLQ,Serena's Wine Bar,"1268 2nd Ave, New York, NY 10065","40.7652988, -73.9609017",154,4.0,10065,italian
6zH2Ih2Hw2wwf9ssIbZYRw,VinoTapa,"201 E 31st St, New York, NY 10016","40.7436868467235, -73.9790102422585",456,4.0,10016,italian
xTWpl9DgIkkr5B8h8_xUpA,Lokal 83 Mediterranean Kitchen,"473 Columbus Ave, 83rd street, New York, NY 10024","40.7842696, -73.9734941",433,4.5,10024,italian
Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,"2287 1st Ave, New York, NY 10035","40.797157, -73.93488",908,4.0,10035,italian
X97pE0LRWOng1q66kjAz1g,The Independent,"147 W 40th St, New York, NY 10018","40.754782, -73.987377",175,4.5,10018,italian
XzkmePjJC0ryuqZp5qd12A,Fresco By Scotto,"34 E 52nd St, New York, NY 10022","40.758896, -73.97444438329205",469,3.5,10022,italian
sRH-6ZY0gDbS4DhfUZU6zw,Soda Club,"155 Avenue B, New York, NY 10009","40.726654, -73.979875",44,4.5,10009,italian
-0fjWWC2SY6kNxGfD8PKGg,Palermo Restaurant & Bar,"2392 21st St, Astoria, NY 11105","40.7769088448014, -73.9212289547099",284,4.5,11105,italian
uPWyvfh5qSrVbujhjsDiiw,Oregano,"102 Berry St, Brooklyn, NY 11249","40.7190165, -73.9586248",478,4.0,11249,italian
GnaeBuilZb_fU01v3wNhZw,Grimaldi's,"411 Washington St, Hoboken, NJ 07030","40.74131, -74.02953",449,4.0,07030,italian
qMHzIYzoHYe55I7L65iEQw,Foragers Table,"233 8th Ave, New York, NY 10011","40.744541, -73.9990926",577,4.0,10011,italian
l9b8NbDyhKhnjLKtUwlPwQ,Olea,"171 Lafayette Ave, Brooklyn, NY 11238","40.6877844, -73.9706046",964,4.0,11238,italian
1nQZbtmjODUgPm-QQdKrhA,Milk and Roses,"35 Box Sta, Brooklyn, NY 11222","40.73749, -73.95474",432,3.5,11222,italian
gJg_Gh2lqrCprDzR6ZP9QQ,314 Pizza Pasta & Wine Bar,"3143 Broadway, New York, NY 10027","40.8141969, -73.9598383",116,4.5,10027,italian
-7jjZtekUluwEtXI8avVWQ,Cucina 8 1/2,"8 1/2 W 57th St, New York, NY 10019","40.763325643020835, -73.97452282456308",14,3.5,10019,italian
2MuvmwOuwvGOWkBimhniLA,La Bellezza,"145 E 49th St, New York, NY 10017","40.7557792663574, -73.9720153808594",291,4.0,10017,italian
